IDX,Applicant_ID,Total_Experience,Total_Experience_in_field_applied,Department,Role,Industry,Organization,Designation,Education,Graduation_Specialization,University_Grad,Passing_Year_Of_Graduation,PG_Specialization,University_PG,Passing_Year_Of_PG,PHD_Specialization,University_PHD,Passing_Year_Of_PHD,Curent_Location,Preferred_location,Current_CTC,Inhand_Offer,Last_Appraisal_Rating,No_Of_Companies_worked,Number_of_Publications,Certifications,International_degree_any,Expected_CTC
6649,17177,6,6,Education,Associate,Aviation,F,CA,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Kanpur,Guwahati,713941,N,C,6,4,3,0,821032
6654,30258,21,14,Marketing,Head,Telecom,O,Research Scientist,Doctorate,Sociology,Nagpur,1999.0,Sociology,Nagpur,2012.0,Others,Kolkata,2007.0,Surat,Kolkata,2345990,N,A,6,0,0,0,3167086
6657,21482,17,11,Banking,Others,IT,B,Marketing Manager,PG,Zoology,Delhi,2003.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Kolkata,Guwahati,2808590,N,Key_Performer,6,0,0,0,3651167
6658,51822,11,7,Sales,Financial Analyst,Aviation,I,HR,Doctorate,Economics,Nagpur,2003.0,Economics,Nagpur,2005.0,Others,Mangalore,2009.0,Bangalore,Nagpur,2128786,N,D,6,7,0,0,2643952
6659,59747,22,19,HR,Analyst,IT,I,Sr.Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Lucknow,Lucknow,1600992,Y,Key_Performer,3,2,3,0,2081289
6660,33190,4,3,Marketing,Project Manager,Insurance,K,Web Designer,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Ahmedabad,Mangalore,448110,Y,A,2,8,2,0,605844
6661,20445,19,19,IT-Software,Others,Insurance,O,Marketing Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Kolkata,Mangalore,1927088,Y,Key_Performer,6,3,5,0,2505214
6663,50396,5,2,Marketing,Others,Insurance,M,Research Analyst,PG,Statistics,Ahmedabad,2015.0,Statistics,Ahmedabad,2016.0,Others,Kolkata,2007.0,Nagpur,Delhi,806430,Y,B,3,1,1,0,1064487
6666,20042,1,0,Sales,Project Manager,BFSI,A,Others,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Ahmedabad,Kolkata,487595,N,B,2,6,2,0,609493
6669,17964,1,0,Healthcare,Associate,Aviation,H,Consultant,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Kanpur,Surat,454535,N,C,2,7,3,0,522715
6670,21435,3,1,Analytics/BI,Business Analyst,BFSI,O,Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Ahmedabad,Lucknow,568393,Y,B,1,8,1,0,738910
6673,14903,5,4,Others,Consultant,IT,I,Medical Officer,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Nagpur,Jaipur,625152,Y,A,2,1,3,0,845205
6674,23588,3,0,HR,Others,Insurance,N,Web Designer,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Bangalore,Bhubaneswar,622782,Y,B,3,3,5,0,809616
6675,42617,17,10,Healthcare,Consultant,Aviation,G,Research Scientist,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Bhubaneswar,Jaipur,1574915,N,D,2,7,2,0,1811152
6676,18811,11,1,Healthcare,Others,IT,F,HR,Grad,Chemistry,Surat,2001.0,Chemistry,Surat,2003.0,Chemistry,Mangalore,2009.0,Surat,Kanpur,1861485,Y,C,3,8,0,0,2192084
6677,27148,16,6,Banking,Project Manager,Automobile,D,Director,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Pune,Nagpur,2491606,Y,Key_Performer,2,8,0,0,3239087
6678,29956,0,0,Marketing,Others,Training,M,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mangalore,Mangalore,0,N,B,0,6,2,0,390892
6679,54476,22,14,Marketing,Sales Execituve,Others,H,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Surat,Nagpur,1525699,N,D,6,4,0,0,1754553
6683,14026,10,6,Marketing,Business Analyst,Insurance,F,HR,PG,Sociology,Jaipur,2010.0,Sociology,Jaipur,2015.0,Others,Kolkata,2007.0,Delhi,Chennai,2249765,N,C,6,1,0,0,2690718
6684,13470,13,5,Sales,Sales Manager,Telecom,I,Assistant Manager,Doctorate,Engineering,Bhubaneswar,1998.0,Engineering,Bhubaneswar,2000.0,Others,Ahmedabad,2007.0,Pune,Kanpur,2497713,Y,Key_Performer,4,7,0,0,3496798
6686,59878,9,9,Education,Project Manager,Telecom,H,Web Designer,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Jaipur,Jaipur,1141743,N,C,4,5,1,0,1313004
6690,47482,20,2,HR,Scientist,Automobile,H,Network Engineer,PG,Statistics,Delhi,2000.0,Statistics,Delhi,2019.0,Others,Kolkata,2007.0,Kanpur,Surat,3326594,N,A,4,0,0,0,4324572
6694,58295,11,1,Top Management,Senior Analyst,Analytics,P,Assistant Manager,Doctorate,Economics,Bangalore,2003.0,Economics,Bangalore,2005.0,Economics,Jaipur,2009.0,Nagpur,Kanpur,1716686,Y,B,5,4,0,0,2403360
6697,16089,10,10,Education,CEO,Aviation,C,Sr.Manager,Doctorate,Sociology,Nagpur,2010.0,Sociology,Nagpur,2016.0,Others,Kolkata,2007.0,Kanpur,Kolkata,1759738,N,B,4,1,0,0,2375646
6698,28886,24,5,Education,Others,FMCG,M,Research Analyst,Doctorate,Psychology,Delhi,1996.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Delhi,Mumbai,2637484,N,C,2,1,0,0,3275755
6699,32678,16,16,Top Management,Sales Execituve,Insurance,J,Research Analyst,PG,Sociology,Kolkata,2004.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Guwahati,Pune,2803111,N,D,5,0,1,0,3352520
6700,37804,0,0,Marketing,Others,Training,M,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Delhi,Lucknow,0,N,B,0,1,5,0,224410
6701,16180,10,8,Engineering,Others,BFSI,K,Others,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Kanpur,Guwahati,1469260,Y,Key_Performer,6,8,0,0,1910038
6703,18041,25,6,Marketing,Team Lead,Aviation,I,Data Analyst,Grad,Zoology,Guwahati,1995.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Bangalore,Bhubaneswar,2598615,N,D,3,0,0,0,2988407
6704,33463,11,6,Analytics/BI,Senior Researcher,Insurance,M,Marketing Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mumbai,Delhi,1227348,N,B,3,4,1,0,1534185
6706,50273,2,1,Engineering,Others,IT,O,Medical Officer,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Nagpur,Bangalore,408283,N,B,2,3,1,0,510353
6707,48052,2,2,Marketing,Associate,Aviation,J,Consultant,Grad,Zoology,Guwahati,2018.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Lucknow,Lucknow,472510,N,C,2,1,0,0,543386
6708,53129,11,7,Education,Sales Execituve,Insurance,G,Marketing Manager,PG,Others,Mumbai,2001.0,Engineering,Mumbai,2003.0,Others,Mangalore,2009.0,Jaipur,Guwahati,1207996,Y,Key_Performer,6,3,0,0,1594554
6709,18073,19,18,Others,Consultant,IT,M,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Guwahati,Bangalore,2002722,N,C,4,3,1,0,2303130
6710,45590,19,3,Marketing,Financial Analyst,Insurance,M,Marketing Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mumbai,Jaipur,2072612,N,A,2,6,5,0,2590765
6711,56012,12,11,Others,Head,Analytics,L,Consultant,Doctorate,Arts,Lucknow,2008.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Pune,Lucknow,1563926,N,A,5,0,0,0,2111300
6712,27967,15,10,Others,Analyst,FMCG,D,Data Analyst,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Kolkata,Jaipur,2517851,N,D,2,5,1,0,2895528
6715,40908,2,0,Marketing,Bio statistician,IT,G,Director,Grad,Others,Ahmedabad,2018.0,Zoology,Ahmedabad,2009.0,Others,Kolkata,2007.0,Kolkata,Bhubaneswar,546227,N,A,3,1,0,0,682783
6716,17063,14,7,Top Management,Sr. Business Analyst,FMCG,I,HR,Doctorate,Sociology,Ahmedabad,2006.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mumbai,Nagpur,2236599,N,D,2,1,0,0,2777855
6718,55904,11,1,Marketing,Sales Execituve,Telecom,M,Others,Doctorate,Arts,Nagpur,2009.0,Arts,Nagpur,2011.0,Others,Kolkata,2007.0,Bhubaneswar,Surat,1955647,N,A,3,1,0,0,2640123
6721,18263,2,0,Healthcare,Others,Others,B,Software Developer,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Chennai,Guwahati,559246,N,A,3,8,4,0,699057
6722,59679,3,3,Education,Project Manager,Insurance,K,Data Analyst,Grad,Chemistry,Jaipur,2017.0,Chemistry,Jaipur,2016.0,Others,Kolkata,2007.0,Delhi,Kanpur,521575,N,D,2,1,0,0,599811
6727,23167,13,3,Banking,Project Manager,Analytics,I,Research Scientist,Grad,Arts,Jaipur,2000.0,Arts,Jaipur,2002.0,Arts,Mangalore,2007.0,Kolkata,Mumbai,2004118,Y,Key_Performer,2,8,0,0,2565271
6728,57917,2,0,Accounts,Others,BFSI,M,Data Analyst,PG,Statistics,Ahmedabad,2018.0,Statistics,Ahmedabad,2008.0,Others,Kolkata,2007.0,Bhubaneswar,Bangalore,481101,Y,C,2,2,0,0,597527
6729,30465,4,4,Healthcare,Researcher,Insurance,P,Sr.Manager,PG,Psychology,Nagpur,2016.0,Psychology,Nagpur,2016.0,Others,Kolkata,2007.0,Delhi,Guwahati,974765,N,D,4,1,1,0,1165818
6730,43708,24,1,Analytics/BI,Business Analyst,Automobile,O,HR,Doctorate,Sociology,Bhubaneswar,1996.0,Sociology,Bhubaneswar,2013.0,Others,Kolkata,2007.0,Mangalore,Kolkata,2515690,Y,Key_Performer,6,1,0,0,3521966
6731,31089,9,6,Others,Senior Researcher,Others,E,Research Scientist,PG,Sociology,Jaipur,2011.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Chennai,Kanpur,1459240,N,D,1,1,0,0,1745251
6732,13284,20,1,Accounts,Head,BFSI,C,Data Analyst,PG,Engineering,Bhubaneswar,2000.0,Engineering,Bhubaneswar,2015.0,Others,Kolkata,2007.0,Pune,Kanpur,1719959,Y,B,3,2,1,0,2270345
6735,30368,3,0,IT-Software,Sales Manager,Training,M,Research Analyst,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Bangalore,Kanpur,641657,N,B,3,0,2,0,802071
6736,37553,18,1,Analytics/BI,Others,Insurance,P,Medical Officer,Doctorate,Arts,Bangalore,2002.0,Arts,Bangalore,2009.0,Others,Kolkata,2007.0,Surat,Nagpur,2680653,N,C,3,2,0,0,3329371
6738,57511,14,1,Engineering,Others,Automobile,N,Marketing Manager,PG,Others,Pune,1998.0,Economics,Pune,2000.0,Engineering,Kolkata,2006.0,Kanpur,Guwahati,2110176,Y,B,3,5,1,0,2785432
6739,42627,4,2,Banking,Financial Analyst,Insurance,B,Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Ahmedabad,Nagpur,634392,N,C,1,1,0,0,729550
6743,42094,15,7,Top Management,Sr. Business Analyst,FMCG,F,HR,PG,Sociology,Delhi,2005.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Lucknow,Pune,2138267,N,D,3,1,0,0,2557367
6744,57450,3,3,Analytics/BI,Business Analyst,Retail,C,Product Manager,PG,Mathematics,Guwahati,2017.0,Mathematics,Guwahati,2019.0,Others,Kolkata,2007.0,Guwahati,Kolkata,719744,N,B,1,2,0,0,935667
6747,15544,25,8,Marketing,Others,IT,B,Research Analyst,Doctorate,Psychology,Guwahati,1995.0,Psychology,Guwahati,2019.0,Others,Kolkata,2007.0,Ahmedabad,Lucknow,3430474,N,C,6,1,0,0,4260648
6748,12183,16,2,Banking,Bio statistician,Telecom,B,Research Scientist,Grad,Sociology,Pune,2004.0,Sociology,Pune,2019.0,Others,Kolkata,2007.0,Kolkata,Nagpur,2661659,N,C,4,0,0,0,3060907
6749,15393,2,2,Analytics/BI,Project Manager,Analytics,E,Medical Officer,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Pune,Kolkata,460106,N,C,2,0,2,0,529121
6752,10886,13,2,Banking,Sales Execituve,Training,K,Data Analyst,Grad,Botony,Bhubaneswar,2000.0,Others,Bhubaneswar,2002.0,Others,Bangalore,2007.0,Lucknow,Chennai,2026904,N,C,6,4,4,0,2330939
6756,16519,14,0,Healthcare,Sales Manager,Telecom,D,Director,Grad,Engineering,Mangalore,1998.0,Engineering,Mangalore,2000.0,Others,Jaipur,2006.0,Pune,Chennai,2012262,Y,B,3,3,0,0,2575695
6759,30647,4,1,Engineering,Project Manager,Analytics,J,Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mangalore,Jaipur,518619,N,A,3,4,2,0,674204
6762,29136,3,0,Education,Financial Analyst,Others,B,Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Delhi,Surat,680052,Y,D,1,8,4,0,813342
6763,33905,15,7,Top Management,Consultant,Retail,F,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Kolkata,Bhubaneswar,1976981,N,B,4,3,4,0,2471226
6764,51742,14,0,Top Management,Others,Telecom,B,Manager,Doctorate,Botony,Lucknow,2006.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mangalore,Guwahati,2144418,N,D,6,0,0,0,2663367
6765,54192,19,0,Analytics/BI,Project Manager,Insurance,C,Data Analyst,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Guwahati,Lucknow,2639882,N,A,2,4,3,0,3299852
6768,45341,14,4,Education,Sales Manager,IT,F,Research Scientist,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Bangalore,Pune,1100365,N,A,6,7,5,0,1375456
6772,35138,12,12,Education,Sales Manager,IT,O,Director,PG,Mathematics,Guwahati,2000.0,Mathematics,Guwahati,2002.0,Mathematics,Guwahati,2008.0,Pune,Nagpur,1650236,N,B,5,6,0,0,2145306
6774,36377,6,2,Education,Financial Analyst,Automobile,M,CA,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Bhubaneswar,Mumbai,1099548,Y,D,2,2,3,0,1315059
6776,50488,5,2,HR,Business Analyst,Automobile,O,Assistant Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Kanpur,Bhubaneswar,502054,Y,Key_Performer,6,6,1,0,678777
6777,17445,1,1,Analytics/BI,Data scientist,IT,I,Others,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Delhi,Pune,434734,N,B,2,0,0,0,543417
6779,33457,6,6,Healthcare,Others,BFSI,D,Medical Officer,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Chennai,Surat,675188,N,A,3,0,1,0,877744
6780,30267,16,9,HR,Team Lead,Training,P,Data Analyst,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Chennai,Pune,2574604,N,D,2,4,3,0,2960794
6783,42554,5,5,HR,Associate,Telecom,H,Assistant Manager,PG,Engineering,Delhi,2015.0,Engineering,Delhi,2010.0,Others,Kolkata,2007.0,Nagpur,Delhi,984544,N,D,2,1,1,0,1177514
6785,18452,6,6,Sales,Sales Execituve,IT,D,Manager,Doctorate,Sociology,Mangalore,2014.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mangalore,Chennai,1865418,N,D,4,1,0,0,2316849
6786,38273,12,12,Sales,Project Manager,Retail,D,HR,Doctorate,Economics,Mumbai,1999.0,Economics,Mumbai,2001.0,Economics,Mangalore,2008.0,Ahmedabad,Mumbai,1930059,Y,B,6,3,0,0,2702082
6788,14081,15,6,Sales,Project Manager,Analytics,P,HR,Doctorate,Economics,Surat,2005.0,Economics,Surat,2020.0,Others,Kolkata,2007.0,Nagpur,Mangalore,2012391,N,Key_Performer,4,0,0,0,2716727
6789,27718,0,0,Marketing,Others,Training,M,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mumbai,Kanpur,0,N,B,0,1,4,0,203744
6792,57879,5,2,Others,Consultant,Automobile,L,Research Analyst,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Ahmedabad,Chennai,411650,Y,B,2,3,1,0,535145
6794,40527,25,21,Sales,Consultant,Retail,A,Director,Doctorate,Others,Nagpur,1995.0,Sociology,Nagpur,2021.0,Others,Kolkata,2007.0,Delhi,Kolkata,3274998,Y,Key_Performer,6,1,0,0,4584997
6798,29217,11,1,Others,Others,BFSI,I,Consultant,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mumbai,Nagpur,1490741,N,D,5,6,2,0,1714352
6801,49473,9,6,Education,Others,Aviation,A,Medical Officer,Doctorate,Botony,Mumbai,2011.0,Botony,Mumbai,2021.0,Others,Kolkata,2007.0,Mangalore,Guwahati,1743007,N,B,3,1,0,0,2353059
6802,13312,22,21,Others,Others,Analytics,K,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Jaipur,Pune,2666029,N,A,3,0,2,0,3332536
6805,32335,8,7,Top Management,Project Manager,Training,B,Research Analyst,Grad,Arts,Bangalore,2012.0,Arts,Bangalore,2022.0,Others,Kolkata,2007.0,Ahmedabad,Kanpur,1552470,N,D,5,1,2,0,1785340
6807,40809,11,5,IT-Software,Project Manager,Training,A,Product Manager,Grad,Statistics,Kolkata,2002.0,Statistics,Kolkata,2004.0,Statistics,Kolkata,2009.0,Mumbai,Delhi,1984544,Y,Key_Performer,6,3,0,0,2540216
6808,56765,12,7,IT-Software,Others,Insurance,J,Consultant,PG,Chemistry,Guwahati,2002.0,Chemistry,Guwahati,2004.0,Chemistry,Jaipur,2008.0,Kolkata,Nagpur,2482570,N,A,5,6,0,0,3227341
6809,18753,4,0,Analytics/BI,Consultant,Aviation,H,Medical Officer,PG,Arts,Mangalore,2016.0,Others,Mangalore,2011.0,Others,Kolkata,2007.0,Pune,Bhubaneswar,1247437,N,Key_Performer,4,2,1,0,1686534
6816,59260,17,9,Healthcare,Project Manager,Training,B,Others,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Guwahati,Pune,1513963,N,D,6,8,2,0,1741057
6817,14739,18,11,Others,Financial Analyst,IT,P,Network Engineer,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mumbai,Surat,1496762,N,D,6,6,1,0,1721276
6819,57461,8,5,Marketing,Team Lead,Automobile,F,Product Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Bhubaneswar,Mangalore,577861,N,B,6,1,0,0,722326
6823,40589,14,1,Education,Business Analyst,Retail,K,Product Manager,Grad,Psychology,Kolkata,2006.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mumbai,Kolkata,1979407,N,A,4,1,0,0,2474258
6824,58219,15,2,Analytics/BI,Data scientist,Analytics,I,Marketing Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Chennai,Jaipur,2184089,Y,B,3,3,3,0,2839315
6826,17620,0,0,Marketing,Others,Training,M,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Lucknow,Ahmedabad,0,N,B,0,8,3,0,396788
6827,14040,23,22,Banking,Team Lead,Analytics,M,Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Bhubaneswar,Mumbai,1985701,N,B,6,5,3,0,2482126
6828,17110,1,1,IT-Software,Project Manager,Aviation,B,Consultant,Grad,Statistics,Pune,2019.0,Statistics,Pune,2012.0,Others,Kolkata,2007.0,Delhi,Delhi,419589,N,B,1,0,0,0,524486
6830,54750,3,0,HR,Associate,BFSI,F,HR,Doctorate,Psychology,Mumbai,2017.0,Psychology,Mumbai,2014.0,Others,Kolkata,2007.0,Nagpur,Pune,1178424,N,D,2,0,0,0,1463602
6834,49644,0,0,Marketing,Others,Training,M,HR,PG,Botony,Guwahati,2020.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Surat,Lucknow,0,N,B,0,0,1,0,365628
6836,27438,3,2,Analytics/BI,Analyst,BFSI,D,Web Designer,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Nagpur,Mangalore,568643,Y,B,1,6,0,0,739235
6837,10385,14,0,Engineering,Business Analyst,Automobile,N,Software Developer,PG,Others,Jaipur,1999.0,Chemistry,Jaipur,2001.0,Statistics,Ahmedabad,2006.0,Nagpur,Kanpur,1843011,N,D,3,6,1,0,2204241
6840,56476,23,14,Marketing,Others,IT,O,Medical Officer,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Nagpur,Lucknow,1832956,N,B,5,8,0,0,2291195
6841,33908,3,2,Sales,Sales Execituve,FMCG,M,HR,PG,Sociology,Surat,2017.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Guwahati,Jaipur,779244,N,B,1,0,0,0,1013017
6842,28481,10,6,Analytics/BI,Senior Researcher,Analytics,I,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Delhi,Kanpur,1215230,N,C,2,0,3,0,1397514
6843,16349,11,7,Analytics/BI,Financial Analyst,Insurance,D,Assistant Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Nagpur,Chennai,1605844,N,A,6,8,3,0,2007305
6844,15176,20,2,Accounts,Analyst,Telecom,D,Software Developer,Doctorate,Others,Kolkata,2000.0,Zoology,Kolkata,2017.0,Others,Kolkata,2007.0,Chennai,Mumbai,2764648,N,D,6,2,0,0,3433692
6845,37855,10,6,Sales,Business Analyst,Insurance,A,Product Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mumbai,Lucknow,1368352,Y,A,5,3,1,0,1778857
6847,35795,13,11,Engineering,Bio statistician,FMCG,F,Marketing Manager,Doctorate,Zoology,Jaipur,2007.0,Zoology,Jaipur,2023.0,Others,Kolkata,2007.0,Kanpur,Bhubaneswar,2113365,N,C,6,0,0,0,2624799
6851,28991,14,9,Healthcare,Others,FMCG,L,CA,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Guwahati,Kolkata,1682202,N,C,3,4,2,0,1934532
6852,11256,14,7,IT-Software,Bio statistician,FMCG,F,Web Designer,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Pune,Kolkata,1618138,Y,D,4,8,3,0,1935293
6854,43030,12,4,Healthcare,Business Analyst,IT,M,Product Manager,Doctorate,Economics,Lucknow,1999.0,Economics,Lucknow,2001.0,Economics,Lucknow,2008.0,Mumbai,Pune,1865112,Y,A,4,3,0,0,2611156
6855,21932,5,4,Others,Others,IT,J,Sr.Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Delhi,Pune,441099,Y,B,1,1,5,0,573428
6856,48736,21,20,Top Management,Area Sales Manager,Insurance,B,Product Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Guwahati,Delhi,1887646,Y,D,6,4,1,0,2257624
6858,48285,23,17,Marketing,Senior Researcher,Retail,K,HR,PG,Zoology,Mumbai,1997.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Chennai,Surat,3437814,N,A,5,0,1,0,4469158
6859,38751,3,0,Engineering,Business Analyst,BFSI,O,Others,Doctorate,Arts,Nagpur,2017.0,Arts,Nagpur,2019.0,Others,Kolkata,2007.0,Mangalore,Delhi,1051221,N,A,1,0,0,0,1419148
6860,34857,19,5,Top Management,Sales Execituve,Insurance,D,Marketing Manager,Grad,Botony,Surat,2001.0,Botony,Surat,2019.0,Others,Kolkata,2007.0,Delhi,Chennai,2411753,N,Key_Performer,6,0,0,0,3014691
6861,33997,10,4,Sales,Bio statistician,BFSI,G,Sr.Manager,Doctorate,Others,Delhi,2010.0,Sociology,Delhi,2018.0,Others,Kolkata,2007.0,Lucknow,Delhi,1459038,N,C,1,1,0,0,1812125
6864,37714,11,9,Accounts,Analyst,Training,O,Web Designer,Grad,Economics,Pune,2000.0,Economics,Pune,2002.0,Economics,Guwahati,2009.0,Guwahati,Surat,2038601,N,D,3,4,1,0,2344391
6866,48095,13,5,Analytics/BI,Team Lead,Training,M,Marketing Manager,Doctorate,Engineering,Pune,2001.0,Engineering,Pune,2003.0,Engineering,Jaipur,2007.0,Lucknow,Pune,2345454,N,B,2,8,0,0,3166362
